time,temperature_2m,relative_humidity_2m,dew_point_2m,apparent_temperature,precipitation,rain,cloud_cover,surface_pressure,pressure_msl,wind_speed_10m,wind_direction_10m,wind_gusts_10m,shortwave_radiation,direct_radiation,diffuse_radiation
2026-08-27 07:00:00,26.5,82,23.2,29.7,0.0,0.0,42,1004.7,1005.5,16.1,260,36.7,25.0,2.0,23.0
2026-08-27 08:00:00,27.3,77,22.9,30.0,0.0,0.0,78,1004.8,1005.6,18.6,258,43.9,150.0,46.0,104.0
2026-08-27 09:00:00,28.1,72,22.6,30.6,0.1,0.1,100,1005.1,1005.9,19.0,260,46.8,312.0,120.0,192.0
2026-08-27 10:00:00,28.6,70,22.6,31.0,0.1,0.1,100,1005.2,1006.0,19.5,259,47.9,344.0,82.0,262.0
2026-08-27 11:00:00,29.2,68,22.7,31.5,0.1,0.1,100,1005.2,1006.0,20.4,261,49.0,352.0,55.0,297.0
2026-08-27 12:00:00,29.4,67,22.7,31.7,0.1,0.1,100,1004.5,1005.3,19.9,260,51.5,502.0,145.0,357.0
2026-08-27 13:00:00,29.5,66,22.5,31.9,0.0,0.0,99,1004.0,1004.8,18.9,254,49.7,525.0,136.0,389.0
2026-08-27 14:00:00,29.8,65,22.6,32.6,0.0,0.0,91,1003.3,1004.1,18.7,242,47.9,609.0,209.0,400.0
2026-08-27 15:00:00,29.4,67,22.7,32.0,0.0,0.0,52,1002.6,1003.4,18.5,239,47.9,541.0,195.0,346.0
2026-08-27 16:00:00,29.0,69,22.8,31.6,0.0,0.0,73,1002.2,1003.0,18.3,239,47.2,498.0,256.0,242.0
2026-08-27 17:00:00,29.2,67,22.5,31.5,0.0,0.0,54,1002.3,1003.1,19.0,239,46.4,373.0,193.0,180.0
2026-08-27 18:00:00,28.1,73,22.7,30.7,0.0,0.0,71,1002.5,1003.3,18.9,239,46.4,159.0,46.0,113.0
2026-08-27 19:00:00,27.4,77,23.1,30.3,0.0,0.0,56,1003.0,1003.8,18.3,241,45.4,31.0,3.0,28.0
2026-08-27 20:00:00,27.1,80,23.2,30.3,0.0,0.0,34,1003.3,1004.1,16.4,243,42.8,0.0,0.0,0.0
2026-08-27 21:00:00,26.8,83,23.7,30.5,0.0,0.0,23,1003.7,1004.5,14.7,242,38.5,0.0,0.0,0.0
2026-08-27 22:00:00,26.7,84,23.8,30.4,0.1,0.1,37,1004.4,1005.2,15.5,244,36.4,0.0,0.0,0.0
2026-08-27 23:00:00,26.8,83,23.6,30.3,0.0,0.0,64,1004.3,1005.1,15.6,254,36.0,0.0,0.0,0.0
2026-08-28 00:00:00,26.4,85,23.8,30.1,0.0,0.0,28,1003.8,1004.6,15.2,254,34.6,0.0,0.0,0.0
2026-08-28 01:00:00,26.2,87,24.0,30.2,0.0,0.0,12,1003.7,1004.5,14.3,253,32.8,0.0,0.0,0.0
2026-08-28 02:00:00,26.0,89,24.1,30.0,0.0,0.0,21,1003.1,1003.9,13.9,250,30.6,0.0,0.0,0.0
2026-08-28 03:00:00,25.8,90,24.1,30.1,0.0,0.0,14,1002.8,1003.6,13.0,246,29.5,0.0,0.0,0.0
2026-08-28 04:00:00,25.8,90,24.1,30.0,0.0,0.0,20,1002.8,1003.6,13.0,246,27.4,0.0,0.0,0.0
2026-08-28 05:00:00,25.8,91,24.2,29.9,0.0,0.0,31,1003.0,1003.8,14.6,252,30.6,0.0,0.0,0.0
2026-08-28 06:00:00,25.7,92,24.3,29.9,0.0,0.0,37,1003.2,1004.0,14.3,258,31.0,0.0,0.0,0.0
2026-08-28 07:00:00,26.0,90,24.2,30.0,0.0,0.0,45,1003.8,1004.6,14.9,258,34.9,24.0,2.0,22.0
2026-08-28 08:00:00,27.1,81,23.7,30.5,0.1,0.1,54,1004.1,1004.9,16.8,255,40.3,145.0,46.0,99.0
2026-08-28 09:00:00,28.1,75,23.3,31.2,0.0,0.0,81,1004.2,1005.0,17.5,251,43.2,322.0,138.0,184.0
2026-08-28 10:00:00,29.1,70,23.0,31.9,0.0,0.0,100,1004.2,1005.0,17.8,250,45.4,495.0,238.0,257.0
2026-08-28 11:00:00,29.6,65,22.4,31.9,0.0,0.0,99,1004.5,1005.3,19.2,253,45.7,409.0,82.0,327.0
2026-08-28 12:00:00,29.4,65,22.2,31.8,0.0,0.0,100,1004.0,1004.8,18.5,255,48.2,572.0,144.0,428.0
2026-08-28 13:00:00,29.6,65,22.4,32.1,0.0,0.0,99,1003.5,1004.3,17.8,250,47.2,566.0,131.0,435.0
2026-08-28 14:00:00,30.2,63,22.4,33.7,0.0,0.0,95,1002.9,1003.7,17.4,242,46.1,749.0,392.0,357.0
2026-08-28 15:00:00,29.4,69,23.0,32.8,0.0,0.0,97,1002.4,1003.2,18.0,238,46.4,652.0,316.0,336.0
2026-08-28 16:00:00,28.9,71,23.1,31.8,0.0,0.0,98,1002.0,1002.8,18.3,238,46.4,487.0,206.0,281.0
2026-08-28 17:00:00,28.5,75,23.7,31.6,0.1,0.1,100,1002.3,1003.1,19.2,236,46.1,231.0,39.0,192.0
2026-08-28 18:00:00,27.4,81,23.9,30.7,0.0,0.0,85,1002.3,1003.1,18.8,233,47.2,129.0,18.0,111.0
2026-08-28 19:00:00,26.7,84,23.8,30.1,0.0,0.0,29,1002.8,1003.6,17.7,235,45.0,33.0,4.0,29.0
2026-08-28 20:00:00,26.4,86,23.9,29.8,0.0,0.0,21,1002.8,1003.6,17.4,240,41.4,0.0,0.0,0.0
2026-08-28 21:00:00,26.4,85,23.7,30.0,0.0,0.0,44,1003.6,1004.4,16.1,242,40.7,0.0,0.0,0.0
2026-08-28 22:00:00,26.4,85,23.8,30.1,0.1,0.1,38,1004.5,1005.3,15.1,250,36.4,0.0,0.0,0.0
2026-08-28 23:00:00,26.4,87,24.2,30.3,0.0,0.0,100,1004.3,1005.1,16.0,258,34.6,0.0,0.0,0.0
2026-08-29 00:00:00,26.0,91,24.4,30.2,0.1,0.1,61,1004.2,1005.0,14.8,257,38.2,0.0,0.0,0.0
2026-08-29 01:00:00,26.1,91,24.4,30.5,0.0,0.0,20,1003.7,1004.5,13.3,249,33.1,0.0,0.0,0.0
2026-08-29 02:00:00,25.8,92,24.4,30.0,0.0,0.0,30,1003.1,1003.9,14.5,249,31.3,0.0,0.0,0.0
2026-08-29 03:00:00,25.8,91,24.2,29.9,0.0,0.0,39,1002.9,1003.7,14.6,250,31.7,0.0,0.0,0.0
2026-08-29 04:00:00,25.8,90,24.0,29.6,0.0,0.0,49,1002.9,1003.7,15.8,251,33.5,0.0,0.0,0.0
2026-08-29 05:00:00,25.9,90,24.1,29.6,0.0,0.0,48,1002.9,1003.7,16.8,252,36.4,0.0,0.0,0.0
2026-08-29 06:00:00,25.8,91,24.1,29.5,0.0,0.0,47,1003.2,1004.0,16.9,256,36.0,0.0,0.0,0.0
2026-08-29 07:00:00,25.8,90,24.1,29.4,0.0,0.0,30,1003.8,1004.6,17.5,255,40.0,23.0,2.0,21.0
2026-08-29 08:00:00,27.0,81,23.5,29.9,0.2,0.2,63,1004.1,1004.9,19.5,256,46.1,147.0,48.0,99.0
2026-08-29 09:00:00,27.8,76,23.2,30.3,0.1,0.1,59,1004.5,1005.3,20.4,254,49.3,254.0,78.0,176.0
2026-08-29 10:00:00,28.8,71,23.0,31.2,0.1,0.1,99,1004.9,1005.7,20.9,251,51.8,478.0,244.0,234.0
2026-08-29 11:00:00,28.7,70,22.7,30.7,0.1,0.1,99,1005.2,1006.0,22.2,249,52.6,521.0,173.0,348.0
2026-08-29 12:00:00,29.1,67,22.4,31.2,0.1,0.1,98,1004.9,1005.7,21.2,252,55.1,556.0,177.0,379.0
2026-08-29 13:00:00,29.3,67,22.6,31.7,0.1,0.1,98,1004.3,1005.1,21.4,250,52.6,601.0,203.0,398.0
2026-08-29 14:00:00,29.0,70,23.0,31.3,0.1,0.1,98,1003.6,1004.4,21.2,248,52.9,537.0,172.0,365.0
2026-08-29 15:00:00,28.5,73,23.2,31.1,0.2,0.2,97,1003.1,1003.9,20.6,247,52.2,420.0,106.0,314.0
2026-08-29 16:00:00,28.3,73,23.0,30.9,0.1,0.1,94,1002.4,1003.2,20.0,244,50.4,367.0,105.0,262.0
2026-08-29 17:00:00,27.9,75,23.2,30.6,0.1,0.1,91,1001.8,1002.6,20.1,239,48.6,252.0,71.0,181.0
2026-08-29 18:00:00,27.3,80,23.5,30.1,0.1,0.1,91,1001.7,1002.5,19.7,238,48.6,128.0,24.0,104.0
2026-08-29 19:00:00,26.7,84,23.7,29.9,0.1,0.1,46,1002.1,1002.9,18.4,241,46.8,23.0,2.0,21.0
2026-08-29 20:00:00,26.1,88,23.9,29.8,0.1,0.1,63,1002.7,1003.5,16.3,242,44.3,0.0,0.0,0.0
2026-08-29 21:00:00,26.2,87,23.9,30.0,0.0,0.0,40,1003.4,1004.2,14.8,243,37.1,0.0,0.0,0.0
2026-08-29 22:00:00,26.1,88,23.9,30.0,0.0,0.0,39,1003.8,1004.6,14.2,244,33.5,0.0,0.0,0.0
2026-08-29 23:00:00,26.0,87,23.7,29.8,0.0,0.0,38,1003.9,1004.7,14.3,245,31.3,0.0,0.0,0.0
